2021-02-26 10:01:50.753286, 0, 1, 0, 0, COM3
2021-02-26 10:01:52.683384, 0, 1, 0, 0, COM3
2021-02-26 10:01:54.821094, 0, 1, 0, 0, COM3
2021-02-26 10:01:56.902837, 0, 1, 0, 0, COM3
2021-02-26 10:01:58.886180, 0, 1, 0, 0, COM3
2021-02-26 10:02:00.965884, 0, 1, 0, 0, COM3
2021-02-26 10:02:02.980781, 0, 1, 0, 0, COM3
2021-02-26 10:02:05.062433, 0, 1, 0, 0, COM3
2021-02-26 10:02:07.064858, 0, 1, 0, 0, COM3
2021-02-26 10:02:09.145028, 0, 1, 0, 0, COM3
2021-02-26 10:02:11.159881, 0, 1, 0, 0, COM3
2021-02-26 10:03:55.180364, 0, 1, 0, 0, COM3
2021-02-26 10:03:57.321451, 0, 1, 0, 0, COM3
2021-02-26 10:03:59.301393, 0, 1, 0, 0, COM3
2021-02-26 10:04:01.427386, 0, 1, 0, 0, COM3
2021-02-26 10:04:03.420683, 0, 1, 0, 0, COM3
2021-02-26 10:04:05.485500, 0, 1, 0, 0, COM3
2021-02-26 10:04:07.518287, 0, 1, 0, 0, COM3
2021-02-26 10:04:09.557000, 0, 1, 0, 0, COM3
2021-02-26 10:04:11.597939, 0, 1, 0, 0, COM3
2021-02-26 10:05:09.650446, 0, 1, 0, 0, COM3
2021-02-26 10:05:15.699398, 0, 1, 0, 0, COM3
2021-02-26 10:05:21.732003, 0, 1, 0, 0, COM3
2021-02-26 10:05:27.757924, 0, 1, 0, 0, COM3
2021-02-26 10:05:33.821559, 0, 1, 0, 0, COM3
2021-02-26 10:05:39.843077, 0, 1, 0, 0, COM3
2021-02-26 10:05:45.808732, 0, 1, 0, 0, COM3
2021-02-26 10:05:51.938949, 0, 1, 0, 0, COM3
2021-02-26 10:05:57.860239, 0, 1, 0, 0, COM3
2021-02-26 10:06:04.032873, 0, 1, 0, 0, COM3
2021-02-26 10:06:09.966413, 0, 1, 0, 0, COM3
2021-02-26 10:06:16.103969, 0, 1, 0, 0, COM3
2021-02-26 10:06:22.155972, 0, 1, 0, 0, COM3
2021-02-26 10:06:28.098290, 0, 1, 0, 0, COM3
2021-02-26 10:06:34.220307, 0, 1, 0, 0, COM3
2021-02-26 10:06:40.268434, 0, 1, 0, 0, COM3
2021-02-26 10:06:46.212524, 0, 1, 0, 0, COM3
2021-02-26 10:06:52.343147, 0, 1, 0, 0, COM3
2021-02-26 10:06:58.402233, 0, 1, 0, 0, COM3
2021-02-26 10:07:04.434264, 0, 1, 0, 0, COM3
2021-02-26 10:09:36.804851, 0, 1, 0, 0, COM3
