2021-02-25 14:08:33.368768, 0, 1, 0, 0
2021-02-25 14:08:35.419230, 0, 1, 0, 0
2021-02-25 14:08:37.448686, 0, 1, 0, 0
2021-02-25 14:08:39.484144, 0, 1, 0, 0
2021-02-25 14:08:41.534606, 0, 1, 0, 0
2021-02-25 14:08:43.575065, 0, 1, 0, 0
2021-02-25 14:08:45.619525, 0, 1, 0, 0
2021-02-25 14:08:47.679992, 0, 1, 0, 0
2021-02-25 14:08:49.695446, 0, 1, 0, 0
2021-02-25 14:08:51.745907, 0, 1, 0, 0
2021-02-25 14:08:53.770362, 0, 1, 0, 0
2021-02-25 14:08:55.805820, 0, 1, 0, 0
2021-02-25 14:08:57.851280, 0, 1, 0, 0
2021-02-25 14:08:59.896741, 0, 1, 0, 0
2021-02-25 14:09:01.922196, 0, 1, 0, 0
2021-02-25 14:09:03.983660, 0, 1, 0, 0
2021-02-25 14:09:06.031782, 0, 1, 0, 0
2021-02-25 14:09:08.067241, 0, 1, 0, 0
2021-02-25 14:09:10.097697, 0, 1, 0, 0
2021-02-25 14:09:12.142447, 0, 1, 0, 0
2021-02-25 14:09:14.187907, 0, 1, 0, 0
2021-02-25 14:09:16.228367, 0, 1, 0, 0
2021-02-25 14:09:18.262824, 0, 1, 0, 0
2021-02-25 14:09:20.298282, 0, 1, 0, 0
2021-02-25 14:09:22.333741, 0, 1, 0, 0
2021-02-25 14:09:24.394206, 0, 1, 0, 0
2021-02-25 14:09:26.413778, 0, 1, 0, 0
2021-02-25 14:09:28.449236, 0, 1, 0, 0
2021-02-25 14:09:30.506348, 0, 1, 0, 0
2021-02-25 14:09:32.535358, 0, 1, 0, 0
2021-02-25 14:09:34.609769, 0, 1, 0, 0
2021-02-25 14:09:36.616220, 0, 1, 0, 0
2021-02-25 14:09:38.655679, 0, 1, 0, 0
2021-02-25 14:09:40.696138, 0, 1, 0, 0
2021-02-25 14:09:42.767604, 0, 1, 0, 0
2021-02-25 14:09:44.761053, 0, 1, 0, 0
2021-02-25 14:09:46.816515, 0, 1, 0, 0
2021-02-25 14:09:48.856974, 0, 1, 0, 0
2021-02-25 14:09:50.892432, 0, 1, 0, 0
2021-02-25 14:09:52.946895, 0, 1, 0, 0
2021-02-25 14:09:54.977351, 0, 1, 0, 0
2021-02-25 14:09:57.017810, 0, 1, 0, 0
2021-02-25 14:09:59.043269, 0, 1, 0, 0
2021-02-25 14:10:01.097731, 0, 1, 0, 0
2021-02-25 14:10:03.158090, 0, 1, 0, 0
2021-02-25 14:10:05.183546, 0, 1, 0, 0
2021-02-25 14:10:07.224005, 0, 1, 0, 0
2021-02-25 14:10:09.263464, 0, 1, 0, 0
2021-02-25 14:10:11.300923, 0, 1, 0, 0
2021-02-25 14:10:13.349382, 0, 1, 0, 0
2021-02-25 14:10:15.400845, 0, 1, 0, 0
2021-02-25 14:10:17.424300, 0, 1, 0, 0
2021-02-25 14:10:19.454757, 0, 1, 0, 0
2021-02-25 14:10:21.504777, 0, 1, 0, 0
2021-02-25 14:10:23.561240, 0, 1, 0, 0
2021-02-25 14:10:25.590696, 0, 1, 0, 0
2021-02-25 14:10:27.611151, 0, 1, 0, 0
2021-02-25 14:10:29.657611, 0, 1, 0, 0
2021-02-25 14:10:31.706071, 0, 1, 0, 0
2021-02-25 14:10:33.761534, 0, 1, 0, 0
