Serial Number,MY59420041,
Model Number,U1272A,
Remark,-,
Date Time,3/10/2021 2:06:20 PM
 Record,Time,Function,Reading,Range,Unit
4522,3/10/2021 13:53:04.276,Temperature {NONE},49.6, °C,°C
4523,3/10/2021 13:53:05.277,Temperature {NONE},49.6, °C,°C
4524,3/10/2021 13:53:06.278,Temperature {NONE},49.6, °C,°C
4525,3/10/2021 13:53:07.279,Temperature {NONE},49.7, °C,°C
4526,3/10/2021 13:53:08.280,Temperature {NONE},49.7, °C,°C
4527,3/10/2021 13:53:09.281,Temperature {NONE},49.7, °C,°C
4528,3/10/2021 13:53:10.282,Temperature {NONE},49.7, °C,°C
4529,3/10/2021 13:53:11.283,Temperature {NONE},49.7, °C,°C
4530,3/10/2021 13:53:12.285,Temperature {NONE},49.7, °C,°C
4531,3/10/2021 13:53:13.286,Temperature {NONE},49.6, °C,°C
4532,3/10/2021 13:53:14.287,Temperature {NONE},49.6, °C,°C
4533,3/10/2021 13:53:15.288,Temperature {NONE},49.6, °C,°C
4534,3/10/2021 13:53:16.289,Temperature {NONE},49.6, °C,°C
4535,3/10/2021 13:53:17.291,Temperature {NONE},49.7, °C,°C
4536,3/10/2021 13:53:18.291,Temperature {NONE},49.7, °C,°C
4537,3/10/2021 13:53:19.292,Temperature {NONE},49.7, °C,°C
4538,3/10/2021 13:53:20.293,Temperature {NONE},49.7, °C,°C
4539,3/10/2021 13:53:21.294,Temperature {NONE},49.7, °C,°C
4540,3/10/2021 13:53:22.295,Temperature {NONE},49.7, °C,°C
4541,3/10/2021 13:53:23.295,Temperature {NONE},49.7, °C,°C
4542,3/10/2021 13:53:24.296,Temperature {NONE},49.6, °C,°C
4543,3/10/2021 13:53:25.297,Temperature {NONE},49.6, °C,°C
4544,3/10/2021 13:53:26.298,Temperature {NONE},49.6, °C,°C
4545,3/10/2021 13:53:27.299,Temperature {NONE},49.6, °C,°C
4546,3/10/2021 13:53:28.300,Temperature {NONE},49.6, °C,°C
4547,3/10/2021 13:53:29.301,Temperature {NONE},49.7, °C,°C
4548,3/10/2021 13:53:30.301,Temperature {NONE},49.6, °C,°C
4549,3/10/2021 13:53:31.302,Temperature {NONE},49.6, °C,°C
4550,3/10/2021 13:53:32.303,Temperature {NONE},49.5, °C,°C
4551,3/10/2021 13:53:33.304,Temperature {NONE},49.5, °C,°C
4552,3/10/2021 13:53:34.305,Temperature {NONE},49.5, °C,°C
4553,3/10/2021 13:53:35.306,Temperature {NONE},49.5, °C,°C
4554,3/10/2021 13:53:36.307,Temperature {NONE},49.5, °C,°C
4555,3/10/2021 13:53:37.308,Temperature {NONE},49.6, °C,°C
4556,3/10/2021 13:53:38.309,Temperature {NONE},49.6, °C,°C
4557,3/10/2021 13:53:39.310,Temperature {NONE},49.6, °C,°C
4558,3/10/2021 13:53:40.311,Temperature {NONE},49.6, °C,°C
4559,3/10/2021 13:53:41.311,Temperature {NONE},49.6, °C,°C
4560,3/10/2021 13:53:42.313,Temperature {NONE},49.6, °C,°C
4561,3/10/2021 13:53:43.315,Temperature {NONE},49.6, °C,°C
4562,3/10/2021 13:53:44.315,Temperature {NONE},49.6, °C,°C
4563,3/10/2021 13:53:45.317,Temperature {NONE},49.6, °C,°C
4564,3/10/2021 13:53:46.318,Temperature {NONE},49.6, °C,°C
4565,3/10/2021 13:53:47.319,Temperature {NONE},49.6, °C,°C
4566,3/10/2021 13:53:48.320,Temperature {NONE},49.6, °C,°C
4567,3/10/2021 13:53:49.321,Temperature {NONE},49.6, °C,°C
4568,3/10/2021 13:53:50.322,Temperature {NONE},49.5, °C,°C
4569,3/10/2021 13:53:51.323,Temperature {NONE},49.5, °C,°C
4570,3/10/2021 13:53:52.324,Temperature {NONE},49.5, °C,°C
4571,3/10/2021 13:53:53.326,Temperature {NONE},49.4, °C,°C
4572,3/10/2021 13:53:54.326,Temperature {NONE},49.4, °C,°C
4573,3/10/2021 13:53:55.327,Temperature {NONE},49.4, °C,°C
4574,3/10/2021 13:53:56.328,Temperature {NONE},49.4, °C,°C
4575,3/10/2021 13:53:57.329,Temperature {NONE},49.4, °C,°C
4576,3/10/2021 13:53:58.330,Temperature {NONE},49.5, °C,°C
4577,3/10/2021 13:53:59.331,Temperature {NONE},49.3, °C,°C
4578,3/10/2021 13:54:00.332,Temperature {NONE},49.3, °C,°C
4579,3/10/2021 13:54:01.333,Temperature {NONE},49.3, °C,°C
4580,3/10/2021 13:54:02.335,Temperature {NONE},49.4, °C,°C
4581,3/10/2021 13:54:03.335,Temperature {NONE},49.4, °C,°C
4582,3/10/2021 13:54:04.336,Temperature {NONE},49.4, °C,°C
4583,3/10/2021 13:54:05.337,Temperature {NONE},49.5, °C,°C
4584,3/10/2021 13:54:06.338,Temperature {NONE},49.5, °C,°C
4585,3/10/2021 13:54:07.339,Temperature {NONE},49.5, °C,°C
4586,3/10/2021 13:54:08.340,Temperature {NONE},49.5, °C,°C
4587,3/10/2021 13:54:09.341,Temperature {NONE},49.5, °C,°C
4588,3/10/2021 13:54:10.342,Temperature {NONE},49.5, °C,°C
4589,3/10/2021 13:54:11.343,Temperature {NONE},49.5, °C,°C
4590,3/10/2021 13:54:12.344,Temperature {NONE},49.5, °C,°C
4591,3/10/2021 13:54:13.345,Temperature {NONE},49.4, °C,°C
4592,3/10/2021 13:54:14.347,Temperature {NONE},49.4, °C,°C
4593,3/10/2021 13:54:15.348,Temperature {NONE},49.4, °C,°C
4594,3/10/2021 13:54:16.349,Temperature {NONE},49.5, °C,°C
4595,3/10/2021 13:54:17.350,Temperature {NONE},49.5, °C,°C
4596,3/10/2021 13:54:18.351,Temperature {NONE},49.5, °C,°C
4597,3/10/2021 13:54:19.353,Temperature {NONE},49.5, °C,°C
4598,3/10/2021 13:54:20.354,Temperature {NONE},49.4, °C,°C
4599,3/10/2021 13:54:21.355,Temperature {NONE},49.4, °C,°C
4600,3/10/2021 13:54:22.356,Temperature {NONE},49.4, °C,°C
4601,3/10/2021 13:54:23.357,Temperature {NONE},49.4, °C,°C
4602,3/10/2021 13:54:24.357,Temperature {NONE},49.4, °C,°C
4603,3/10/2021 13:54:25.358,Temperature {NONE},49.4, °C,°C
4604,3/10/2021 13:54:26.359,Temperature {NONE},49.4, °C,°C
4605,3/10/2021 13:54:27.359,Temperature {NONE},49.4, °C,°C
4606,3/10/2021 13:54:28.360,Temperature {NONE},49.4, °C,°C
4607,3/10/2021 13:54:29.361,Temperature {NONE},49.4, °C,°C
4608,3/10/2021 13:54:30.362,Temperature {NONE},49.3, °C,°C
4609,3/10/2021 13:54:31.363,Temperature {NONE},49.3, °C,°C
4610,3/10/2021 13:54:32.364,Temperature {NONE},49.3, °C,°C
4611,3/10/2021 13:54:33.365,Temperature {NONE},49.4, °C,°C
4612,3/10/2021 13:54:34.367,Temperature {NONE},49.4, °C,°C
4613,3/10/2021 13:54:35.368,Temperature {NONE},49.4, °C,°C
4614,3/10/2021 13:54:36.369,Temperature {NONE},49.4, °C,°C
4615,3/10/2021 13:54:37.369,Temperature {NONE},49.4, °C,°C
4616,3/10/2021 13:54:38.370,Temperature {NONE},49.4, °C,°C
4617,3/10/2021 13:54:39.371,Temperature {NONE},49.4, °C,°C
4618,3/10/2021 13:54:40.373,Temperature {NONE},49.4, °C,°C
4619,3/10/2021 13:54:41.373,Temperature {NONE},49.3, °C,°C
4620,3/10/2021 13:54:42.375,Temperature {NONE},49.3, °C,°C
4621,3/10/2021 13:54:43.376,Temperature {NONE},49.3, °C,°C
4622,3/10/2021 13:54:44.377,Temperature {NONE},49.3, °C,°C
4623,3/10/2021 13:54:45.378,Temperature {NONE},49.3, °C,°C
4624,3/10/2021 13:54:46.379,Temperature {NONE},49.3, °C,°C
4625,3/10/2021 13:54:47.380,Temperature {NONE},49.3, °C,°C
4626,3/10/2021 13:54:48.380,Temperature {NONE},49.3, °C,°C
4627,3/10/2021 13:54:49.382,Temperature {NONE},49.3, °C,°C
4628,3/10/2021 13:54:50.383,Temperature {NONE},49.3, °C,°C
4629,3/10/2021 13:54:51.384,Temperature {NONE},49.3, °C,°C
4630,3/10/2021 13:54:52.386,Temperature {NONE},49.3, °C,°C
4631,3/10/2021 13:54:53.387,Temperature {NONE},49.3, °C,°C
4632,3/10/2021 13:54:54.387,Temperature {NONE},49.3, °C,°C
4633,3/10/2021 13:54:55.389,Temperature {NONE},49.3, °C,°C
4634,3/10/2021 13:54:56.390,Temperature {NONE},49.3, °C,°C
4635,3/10/2021 13:54:57.391,Temperature {NONE},49.3, °C,°C
4636,3/10/2021 13:54:58.392,Temperature {NONE},49.3, °C,°C
4637,3/10/2021 13:54:59.393,Temperature {NONE},49.3, °C,°C
4638,3/10/2021 13:55:00.393,Temperature {NONE},49.3, °C,°C
4639,3/10/2021 13:55:01.395,Temperature {NONE},49.3, °C,°C
4640,3/10/2021 13:55:02.396,Temperature {NONE},49.3, °C,°C
4641,3/10/2021 13:55:03.397,Temperature {NONE},49.3, °C,°C
4642,3/10/2021 13:55:04.397,Temperature {NONE},49.3, °C,°C
4643,3/10/2021 13:55:05.398,Temperature {NONE},49.2, °C,°C
4644,3/10/2021 13:55:06.399,Temperature {NONE},49.2, °C,°C
4645,3/10/2021 13:55:07.400,Temperature {NONE},49.2, °C,°C
4646,3/10/2021 13:55:08.400,Temperature {NONE},49.2, °C,°C
4647,3/10/2021 13:55:09.402,Temperature {NONE},49.2, °C,°C
4648,3/10/2021 13:55:10.404,Temperature {NONE},49.2, °C,°C
4649,3/10/2021 13:55:11.404,Temperature {NONE},49.2, °C,°C
4650,3/10/2021 13:55:12.405,Temperature {NONE},49.2, °C,°C
4651,3/10/2021 13:55:13.407,Temperature {NONE},49.2, °C,°C
4652,3/10/2021 13:55:14.409,Temperature {NONE},49.2, °C,°C
4653,3/10/2021 13:55:15.410,Temperature {NONE},49.2, °C,°C
4654,3/10/2021 13:55:16.410,Temperature {NONE},49.2, °C,°C
4655,3/10/2021 13:55:17.411,Temperature {NONE},49.2, °C,°C
4656,3/10/2021 13:55:18.412,Temperature {NONE},49.2, °C,°C
4657,3/10/2021 13:55:19.413,Temperature {NONE},49.2, °C,°C
4658,3/10/2021 13:55:20.415,Temperature {NONE},49.2, °C,°C
4659,3/10/2021 13:55:21.416,Temperature {NONE},49.1, °C,°C
4660,3/10/2021 13:55:22.417,Temperature {NONE},49.2, °C,°C
4661,3/10/2021 13:55:23.419,Temperature {NONE},49.2, °C,°C
4662,3/10/2021 13:55:24.420,Temperature {NONE},49.1, °C,°C
4663,3/10/2021 13:55:25.421,Temperature {NONE},49.1, °C,°C
4664,3/10/2021 13:55:26.423,Temperature {NONE},49.2, °C,°C
4665,3/10/2021 13:55:27.423,Temperature {NONE},49.2, °C,°C
4666,3/10/2021 13:55:28.424,Temperature {NONE},49.2, °C,°C
4667,3/10/2021 13:55:29.426,Temperature {NONE},49.2, °C,°C
4668,3/10/2021 13:55:30.426,Temperature {NONE},49.2, °C,°C
4669,3/10/2021 13:55:31.427,Temperature {NONE},49.1, °C,°C
4670,3/10/2021 13:55:32.429,Temperature {NONE},49.1, °C,°C
4671,3/10/2021 13:55:33.430,Temperature {NONE},49.1, °C,°C
4672,3/10/2021 13:55:34.431,Temperature {NONE},49.1, °C,°C
4673,3/10/2021 13:55:35.431,Temperature {NONE},49.2, °C,°C
4674,3/10/2021 13:55:36.431,Temperature {NONE},49.2, °C,°C
4675,3/10/2021 13:55:37.433,Temperature {NONE},49.2, °C,°C
4676,3/10/2021 13:55:38.433,Temperature {NONE},49.2, °C,°C
4677,3/10/2021 13:55:39.435,Temperature {NONE},49.1, °C,°C
4678,3/10/2021 13:55:40.436,Temperature {NONE},49.2, °C,°C
4679,3/10/2021 13:55:41.437,Temperature {NONE},49.2, °C,°C
4680,3/10/2021 13:55:42.438,Temperature {NONE},49.2, °C,°C
4681,3/10/2021 13:55:43.439,Temperature {NONE},49.2, °C,°C
4682,3/10/2021 13:55:44.440,Temperature {NONE},49.1, °C,°C
4683,3/10/2021 13:55:45.442,Temperature {NONE},49.1, °C,°C
4684,3/10/2021 13:55:46.443,Temperature {NONE},49.1, °C,°C
4685,3/10/2021 13:55:47.444,Temperature {NONE},49.1, °C,°C
4686,3/10/2021 13:55:48.445,Temperature {NONE},49.1, °C,°C
4687,3/10/2021 13:55:49.446,Temperature {NONE},49.1, °C,°C
4688,3/10/2021 13:55:50.447,Temperature {NONE},49.1, °C,°C
4689,3/10/2021 13:55:51.447,Temperature {NONE},49.1, °C,°C
4690,3/10/2021 13:55:52.448,Temperature {NONE},49.1, °C,°C
4691,3/10/2021 13:55:53.450,Temperature {NONE},49.1, °C,°C
4692,3/10/2021 13:55:54.451,Temperature {NONE},49.1, °C,°C
4693,3/10/2021 13:55:55.451,Temperature {NONE},49.1, °C,°C
4694,3/10/2021 13:55:56.453,Temperature {NONE},49.1, °C,°C
4695,3/10/2021 13:55:57.454,Temperature {NONE},49.1, °C,°C
4696,3/10/2021 13:55:58.455,Temperature {NONE},49.1, °C,°C
4697,3/10/2021 13:55:59.456,Temperature {NONE},49.1, °C,°C
4698,3/10/2021 13:56:00.458,Temperature {NONE},49.0, °C,°C
4699,3/10/2021 13:56:01.458,Temperature {NONE},49.0, °C,°C
4700,3/10/2021 13:56:02.460,Temperature {NONE},49.0, °C,°C
4701,3/10/2021 13:56:03.460,Temperature {NONE},49.0, °C,°C
4702,3/10/2021 13:56:04.460,Temperature {NONE},49.0, °C,°C
4703,3/10/2021 13:56:05.461,Temperature {NONE},48.9, °C,°C
4704,3/10/2021 13:56:06.462,Temperature {NONE},48.9, °C,°C
4705,3/10/2021 13:56:07.464,Temperature {NONE},48.9, °C,°C
4706,3/10/2021 13:56:08.465,Temperature {NONE},48.9, °C,°C
4707,3/10/2021 13:56:09.466,Temperature {NONE},48.9, °C,°C
4708,3/10/2021 13:56:10.466,Temperature {NONE},48.9, °C,°C
4709,3/10/2021 13:56:11.467,Temperature {NONE},48.9, °C,°C
4710,3/10/2021 13:56:12.468,Temperature {NONE},48.9, °C,°C
4711,3/10/2021 13:56:13.469,Temperature {NONE},48.8, °C,°C
4712,3/10/2021 13:56:14.471,Temperature {NONE},48.8, °C,°C
4713,3/10/2021 13:56:15.472,Temperature {NONE},48.8, °C,°C
4714,3/10/2021 13:56:16.472,Temperature {NONE},48.8, °C,°C
4715,3/10/2021 13:56:17.473,Temperature {NONE},48.8, °C,°C
4716,3/10/2021 13:56:18.474,Temperature {NONE},48.8, °C,°C
4717,3/10/2021 13:56:19.475,Temperature {NONE},48.8, °C,°C
4718,3/10/2021 13:56:20.475,Temperature {NONE},48.9, °C,°C
4719,3/10/2021 13:56:21.477,Temperature {NONE},48.9, °C,°C
4720,3/10/2021 13:56:22.478,Temperature {NONE},48.9, °C,°C
4721,3/10/2021 13:56:23.479,Temperature {NONE},49.0, °C,°C
4722,3/10/2021 13:56:24.480,Temperature {NONE},48.9, °C,°C
4723,3/10/2021 13:56:25.481,Temperature {NONE},48.8, °C,°C
4724,3/10/2021 13:56:26.483,Temperature {NONE},48.8, °C,°C
4725,3/10/2021 13:56:27.483,Temperature {NONE},48.8, °C,°C
4726,3/10/2021 13:56:28.484,Temperature {NONE},48.9, °C,°C
4727,3/10/2021 13:56:29.485,Temperature {NONE},48.9, °C,°C
4728,3/10/2021 13:56:30.488,Temperature {NONE},48.9, °C,°C
4729,3/10/2021 13:56:31.489,Temperature {NONE},48.9, °C,°C
4730,3/10/2021 13:56:32.490,Temperature {NONE},48.9, °C,°C
4731,3/10/2021 13:56:33.492,Temperature {NONE},48.9, °C,°C
4732,3/10/2021 13:56:34.492,Temperature {NONE},48.8, °C,°C
4733,3/10/2021 13:56:35.494,Temperature {NONE},48.8, °C,°C
4734,3/10/2021 13:56:36.495,Temperature {NONE},48.9, °C,°C
4735,3/10/2021 13:56:37.496,Temperature {NONE},48.9, °C,°C
4736,3/10/2021 13:56:38.498,Temperature {NONE},48.9, °C,°C
4737,3/10/2021 13:56:39.499,Temperature {NONE},48.9, °C,°C
4738,3/10/2021 13:56:40.499,Temperature {NONE},48.9, °C,°C
4739,3/10/2021 13:56:41.501,Temperature {NONE},48.8, °C,°C
4740,3/10/2021 13:56:42.502,Temperature {NONE},48.9, °C,°C
4741,3/10/2021 13:56:43.502,Temperature {NONE},48.9, °C,°C
4742,3/10/2021 13:56:44.503,Temperature {NONE},48.9, °C,°C
4743,3/10/2021 13:56:45.504,Temperature {NONE},48.8, °C,°C
4744,3/10/2021 13:56:46.505,Temperature {NONE},48.8, °C,°C
4745,3/10/2021 13:56:47.506,Temperature {NONE},48.8, °C,°C
4746,3/10/2021 13:56:48.507,Temperature {NONE},48.8, °C,°C
4747,3/10/2021 13:56:49.509,Temperature {NONE},48.9, °C,°C
4748,3/10/2021 13:56:50.510,Temperature {NONE},48.9, °C,°C
4749,3/10/2021 13:56:51.511,Temperature {NONE},48.9, °C,°C
4750,3/10/2021 13:56:52.512,Temperature {NONE},48.9, °C,°C
4751,3/10/2021 13:56:53.512,Temperature {NONE},48.9, °C,°C
4752,3/10/2021 13:56:54.513,Temperature {NONE},48.9, °C,°C
4753,3/10/2021 13:56:55.514,Temperature {NONE},48.8, °C,°C
4754,3/10/2021 13:56:56.516,Temperature {NONE},48.9, °C,°C
4755,3/10/2021 13:56:57.517,Temperature {NONE},48.8, °C,°C
4756,3/10/2021 13:56:58.518,Temperature {NONE},48.8, °C,°C
4757,3/10/2021 13:56:59.519,Temperature {NONE},48.8, °C,°C
4758,3/10/2021 13:57:00.520,Temperature {NONE},48.7, °C,°C
4759,3/10/2021 13:57:01.521,Temperature {NONE},48.7, °C,°C
4760,3/10/2021 13:57:02.522,Temperature {NONE},48.7, °C,°C
4761,3/10/2021 13:57:03.523,Temperature {NONE},48.7, °C,°C
4762,3/10/2021 13:57:04.524,Temperature {NONE},48.7, °C,°C
4763,3/10/2021 13:57:05.525,Temperature {NONE},48.7, °C,°C
4764,3/10/2021 13:57:06.526,Temperature {NONE},48.7, °C,°C
4765,3/10/2021 13:57:07.527,Temperature {NONE},48.7, °C,°C
4766,3/10/2021 13:57:08.528,Temperature {NONE},48.8, °C,°C
4767,3/10/2021 13:57:09.528,Temperature {NONE},48.8, °C,°C
4768,3/10/2021 13:57:10.529,Temperature {NONE},48.8, °C,°C
4769,3/10/2021 13:57:11.531,Temperature {NONE},48.7, °C,°C
4770,3/10/2021 13:57:12.531,Temperature {NONE},48.7, °C,°C
4771,3/10/2021 13:57:13.532,Temperature {NONE},48.8, °C,°C
4772,3/10/2021 13:57:14.533,Temperature {NONE},48.8, °C,°C
4773,3/10/2021 13:57:15.535,Temperature {NONE},48.8, °C,°C
4774,3/10/2021 13:57:16.536,Temperature {NONE},48.7, °C,°C
4775,3/10/2021 13:57:17.537,Temperature {NONE},48.7, °C,°C
4776,3/10/2021 13:57:18.538,Temperature {NONE},48.7, °C,°C
4777,3/10/2021 13:57:19.539,Temperature {NONE},48.7, °C,°C
4778,3/10/2021 13:57:20.540,Temperature {NONE},48.7, °C,°C
4779,3/10/2021 13:57:21.542,Temperature {NONE},48.7, °C,°C
4780,3/10/2021 13:57:22.543,Temperature {NONE},48.7, °C,°C
4781,3/10/2021 13:57:23.543,Temperature {NONE},48.7, °C,°C
4782,3/10/2021 13:57:24.543,Temperature {NONE},48.6, °C,°C
4783,3/10/2021 13:57:25.545,Temperature {NONE},48.6, °C,°C
4784,3/10/2021 13:57:26.545,Temperature {NONE},48.6, °C,°C
4785,3/10/2021 13:57:27.546,Temperature {NONE},48.6, °C,°C
4786,3/10/2021 13:57:28.547,Temperature {NONE},48.6, °C,°C
4787,3/10/2021 13:57:29.547,Temperature {NONE},48.6, °C,°C
4788,3/10/2021 13:57:30.548,Temperature {NONE},48.6, °C,°C
4789,3/10/2021 13:57:31.549,Temperature {NONE},48.6, °C,°C
4790,3/10/2021 13:57:32.550,Temperature {NONE},48.7, °C,°C
4791,3/10/2021 13:57:33.552,Temperature {NONE},48.7, °C,°C
4792,3/10/2021 13:57:34.553,Temperature {NONE},48.6, °C,°C
4793,3/10/2021 13:57:35.554,Temperature {NONE},48.6, °C,°C
4794,3/10/2021 13:57:36.555,Temperature {NONE},48.7, °C,°C
4795,3/10/2021 13:57:37.555,Temperature {NONE},48.7, °C,°C
4796,3/10/2021 13:57:38.556,Temperature {NONE},48.7, °C,°C
4797,3/10/2021 13:57:39.557,Temperature {NONE},48.7, °C,°C
4798,3/10/2021 13:57:40.557,Temperature {NONE},48.6, °C,°C
4799,3/10/2021 13:57:41.559,Temperature {NONE},48.6, °C,°C
4800,3/10/2021 13:57:42.560,Temperature {NONE},48.6, °C,°C
4801,3/10/2021 13:57:43.561,Temperature {NONE},48.5, °C,°C
4802,3/10/2021 13:57:44.561,Temperature {NONE},48.5, °C,°C
4803,3/10/2021 13:57:45.562,Temperature {NONE},48.6, °C,°C
4804,3/10/2021 13:57:46.563,Temperature {NONE},48.5, °C,°C
4805,3/10/2021 13:57:47.564,Temperature {NONE},48.6, °C,°C
4806,3/10/2021 13:57:48.565,Temperature {NONE},48.5, °C,°C
4807,3/10/2021 13:57:49.566,Temperature {NONE},48.5, °C,°C
4808,3/10/2021 13:57:50.567,Temperature {NONE},48.5, °C,°C
4809,3/10/2021 13:57:51.567,Temperature {NONE},48.5, °C,°C
4810,3/10/2021 13:57:52.567,Temperature {NONE},48.5, °C,°C
4811,3/10/2021 13:57:53.569,Temperature {NONE},48.5, °C,°C
4812,3/10/2021 13:57:54.571,Temperature {NONE},48.5, °C,°C
4813,3/10/2021 13:57:55.572,Temperature {NONE},48.5, °C,°C
4814,3/10/2021 13:57:56.572,Temperature {NONE},48.5, °C,°C
4815,3/10/2021 13:57:57.573,Temperature {NONE},48.5, °C,°C
4816,3/10/2021 13:57:58.574,Temperature {NONE},48.5, °C,°C
4817,3/10/2021 13:57:59.575,Temperature {NONE},48.5, °C,°C
4818,3/10/2021 13:58:00.575,Temperature {NONE},48.5, °C,°C
4819,3/10/2021 13:58:01.576,Temperature {NONE},48.5, °C,°C
4820,3/10/2021 13:58:02.577,Temperature {NONE},48.5, °C,°C
4821,3/10/2021 13:58:03.578,Temperature {NONE},48.5, °C,°C
4822,3/10/2021 13:58:04.580,Temperature {NONE},48.5, °C,°C
4823,3/10/2021 13:58:05.581,Temperature {NONE},48.5, °C,°C
4824,3/10/2021 13:58:06.581,Temperature {NONE},48.5, °C,°C
4825,3/10/2021 13:58:07.583,Temperature {NONE},48.5, °C,°C
4826,3/10/2021 13:58:08.583,Temperature {NONE},48.5, °C,°C
4827,3/10/2021 13:58:09.583,Temperature {NONE},48.5, °C,°C
4828,3/10/2021 13:58:10.585,Temperature {NONE},48.5, °C,°C
4829,3/10/2021 13:58:11.585,Temperature {NONE},48.5, °C,°C
4830,3/10/2021 13:58:12.587,Temperature {NONE},48.5, °C,°C
4831,3/10/2021 13:58:13.587,Temperature {NONE},48.5, °C,°C
4832,3/10/2021 13:58:14.588,Temperature {NONE},48.5, °C,°C
4833,3/10/2021 13:58:15.589,Temperature {NONE},48.5, °C,°C
4834,3/10/2021 13:58:16.589,Temperature {NONE},48.5, °C,°C
4835,3/10/2021 13:58:17.590,Temperature {NONE},48.5, °C,°C
4836,3/10/2021 13:58:18.591,Temperature {NONE},48.5, °C,°C
4837,3/10/2021 13:58:19.593,Temperature {NONE},48.4, °C,°C
4838,3/10/2021 13:58:20.594,Temperature {NONE},48.4, °C,°C
4839,3/10/2021 13:58:21.595,Temperature {NONE},48.4, °C,°C
4840,3/10/2021 13:58:22.595,Temperature {NONE},48.4, °C,°C
4841,3/10/2021 13:58:23.597,Temperature {NONE},48.4, °C,°C
4842,3/10/2021 13:58:24.597,Temperature {NONE},48.4, °C,°C
4843,3/10/2021 13:58:25.599,Temperature {NONE},48.4, °C,°C
4844,3/10/2021 13:58:26.600,Temperature {NONE},48.4, °C,°C
4845,3/10/2021 13:58:27.601,Temperature {NONE},48.4, °C,°C
4846,3/10/2021 13:58:28.602,Temperature {NONE},48.5, °C,°C
4847,3/10/2021 13:58:29.603,Temperature {NONE},48.5, °C,°C
4848,3/10/2021 13:58:30.604,Temperature {NONE},48.4, °C,°C
4849,3/10/2021 13:58:31.605,Temperature {NONE},48.4, °C,°C
4850,3/10/2021 13:58:32.606,Temperature {NONE},48.3, °C,°C
4851,3/10/2021 13:58:33.607,Temperature {NONE},48.3, °C,°C
4852,3/10/2021 13:58:34.608,Temperature {NONE},48.4, °C,°C
4853,3/10/2021 13:58:35.609,Temperature {NONE},48.4, °C,°C
4854,3/10/2021 13:58:36.610,Temperature {NONE},48.4, °C,°C
4855,3/10/2021 13:58:37.612,Temperature {NONE},48.4, °C,°C
4856,3/10/2021 13:58:38.613,Temperature {NONE},48.5, °C,°C
4857,3/10/2021 13:58:39.614,Temperature {NONE},48.4, °C,°C
4858,3/10/2021 13:58:40.615,Temperature {NONE},48.4, °C,°C
4859,3/10/2021 13:58:41.617,Temperature {NONE},48.4, °C,°C
4860,3/10/2021 13:58:42.619,Temperature {NONE},48.4, °C,°C
4861,3/10/2021 13:58:43.620,Temperature {NONE},48.4, °C,°C
4862,3/10/2021 13:58:44.621,Temperature {NONE},48.4, °C,°C
4863,3/10/2021 13:58:45.622,Temperature {NONE},48.4, °C,°C
4864,3/10/2021 13:58:46.622,Temperature {NONE},48.3, °C,°C
4865,3/10/2021 13:58:47.623,Temperature {NONE},48.3, °C,°C
4866,3/10/2021 13:58:48.624,Temperature {NONE},48.4, °C,°C
4867,3/10/2021 13:58:49.626,Temperature {NONE},48.4, °C,°C
4868,3/10/2021 13:58:50.626,Temperature {NONE},48.4, °C,°C
4869,3/10/2021 13:58:51.628,Temperature {NONE},48.4, °C,°C
4870,3/10/2021 13:58:52.629,Temperature {NONE},48.4, °C,°C
4871,3/10/2021 13:58:53.630,Temperature {NONE},48.4, °C,°C
4872,3/10/2021 13:58:54.631,Temperature {NONE},48.4, °C,°C
4873,3/10/2021 13:58:55.632,Temperature {NONE},48.4, °C,°C
4874,3/10/2021 13:58:56.634,Temperature {NONE},48.3, °C,°C
4875,3/10/2021 13:58:57.635,Temperature {NONE},48.3, °C,°C
4876,3/10/2021 13:58:58.635,Temperature {NONE},48.3, °C,°C
4877,3/10/2021 13:58:59.636,Temperature {NONE},48.3, °C,°C
4878,3/10/2021 13:59:00.636,Temperature {NONE},48.3, °C,°C
4879,3/10/2021 13:59:01.637,Temperature {NONE},48.3, °C,°C
4880,3/10/2021 13:59:02.638,Temperature {NONE},48.3, °C,°C
4881,3/10/2021 13:59:03.639,Temperature {NONE},48.3, °C,°C
4882,3/10/2021 13:59:04.640,Temperature {NONE},48.3, °C,°C
4883,3/10/2021 13:59:05.641,Temperature {NONE},48.3, °C,°C
